transaction_id,amount,merchant_category,hour_of_day,day_of_week,is_online,device_type,card_present,pin_used,distance_from_home,is_foreign,merchant_trust,card_age_days,account_age_months,avg_transaction_amount,transactions_last_24h,transactions_last_week,amount_to_avg_ratio,daily_transaction_velocity,weekly_transaction_velocity,time_since_last_txn,previous_fraud_count,is_fraud
TXN00001466,14.82,Gas Station,16,4,0,Mobile,0,0,6.97,0,7,2188,13,56.96,1,14,0.256,1.0,2.0,2.29,0,0
TXN00001467,94.29,Travel,14,2,0,In-Person,1,0,11.16,0,5,1238,117,10.46,1,13,8.228,1.0,1.857,16.88,0,1
TXN00001468,804.0,Retail,11,4,0,Tablet,0,0,6.74,0,3,525,78,59.32,0,17,13.33,0.0,2.429,2.81,0,0
TXN00001469,214.8,Retail,15,1,0,In-Person,1,0,44.79,0,1,1440,86,39.0,2,10,5.37,2.0,1.429,6.27,0,1
TXN00001470,21.95,Grocery,23,4,0,In-Person,1,1,11.37,0,6,1399,20,42.92,0,10,0.5,0.0,1.429,1.92,0,0
TXN00001471,22.09,Gas Station,18,5,0,Mobile,0,0,3.62,0,5,1166,107,82.36,3,13,0.265,3.0,1.857,13.76,0,0
TXN00001472,102.67,Restaurant,7,2,0,Desktop,0,1,17.15,0,6,718,12,39.8,2,19,2.517,2.0,2.714,4.54,0,0
TXN00001473,133.36,Online,20,4,0,In-Person,1,1,40.64,0,8,1308,58,15.46,0,18,8.101,0.0,2.571,6.38,0,0
TXN00001474,16.57,Grocery,16,3,0,Mobile,0,0,7.14,0,8,1805,47,37.18,1,20,0.434,1.0,2.857,3.04,0,0
TXN00001475,794.75,Gas Station,22,0,0,Mobile,0,1,5.08,0,8,1619,66,15.53,4,13,48.067,4.0,1.857,19.47,2,0
TXN00001476,50.09,Entertainment,4,5,1,In-Person,1,1,7.19,0,6,2150,110,60.37,1,8,0.816,1.0,1.143,4.44,0,0
TXN00001477,301.31,Restaurant,21,5,1,Mobile,0,1,10.46,0,1,2782,90,91.66,3,14,3.252,3.0,2.0,13.37,0,0
TXN00001478,32.9,Online,15,3,1,In-Person,1,0,26.86,0,4,2606,96,14.57,1,8,2.114,1.0,1.143,7.11,1,0
TXN00001479,1457.04,Online,5,6,1,Desktop,0,0,6.46,1,7,1967,46,79.56,3,10,18.087,3.0,1.429,18.37,1,1
TXN00001480,94.18,Restaurant,7,5,0,In-Person,1,1,27.08,0,3,1274,33,22.23,2,14,4.053,2.0,2.0,0.28,0,0
TXN00001481,3.46,Online,17,1,0,In-Person,1,0,26.89,0,9,1520,27,33.27,1,15,0.101,1.0,2.143,11.04,1,0
TXN00001482,15.06,Online,11,1,1,In-Person,1,0,27.95,0,7,1067,100,38.36,2,15,0.383,2.0,2.143,0.27,0,0
TXN00001483,110.31,Online,14,0,0,Desktop,0,0,11.6,0,6,912,117,140.24,3,20,0.781,3.0,2.857,20.2,2,0
TXN00001484,537.38,Gas Station,8,0,0,Desktop,0,1,13.64,0,7,3405,83,32.98,2,17,15.815,2.0,2.429,9.43,0,0
TXN00001485,70.42,Online,12,0,0,Mobile,0,0,15.14,0,9,849,115,72.49,1,16,0.958,1.0,2.286,14.91,0,0
TXN00001486,8.76,Restaurant,14,0,0,In-Person,1,1,6.12,0,9,987,10,162.07,1,17,0.054,1.0,2.429,62.87,0,0
TXN00001487,47.93,Gas Station,9,4,1,Tablet,0,0,31.54,0,9,2698,97,82.16,2,17,0.576,2.0,2.429,19.58,0,0
TXN00001488,96.9,Retail,15,5,1,In-Person,1,0,19.1,0,9,3012,13,57.15,3,13,1.667,3.0,1.857,23.21,0,0
TXN00001489,184.94,Grocery,6,3,0,In-Person,1,1,6.49,0,7,798,94,51.13,2,13,3.548,2.0,1.857,2.41,1,0
TXN00001490,470.66,Travel,16,1,1,Mobile,0,0,8.33,0,8,41,29,28.71,2,18,15.84,2.0,2.571,6.48,0,0
TXN00001491,358.62,Travel,22,4,0,Mobile,0,0,30.23,0,8,3211,46,87.05,3,19,4.073,3.0,2.714,3.17,0,0
TXN00001492,50.69,Entertainment,20,0,1,In-Person,1,0,11.14,0,10,2314,114,54.22,1,14,0.918,1.0,2.0,7.86,0,0
TXN00001493,4.66,Travel,21,2,0,In-Person,1,1,16.56,1,4,282,107,60.95,3,12,0.075,3.0,1.714,36.69,0,0
TXN00001494,225.58,Grocery,6,2,0,Mobile,0,0,22.62,0,7,3172,64,64.32,1,17,3.454,1.0,2.429,23.42,2,0
TXN00001495,26.04,Retail,13,3,0,Desktop,0,1,24.27,0,7,2745,11,40.01,1,17,0.635,1.0,2.429,28.4,0,0
TXN00001496,610.97,Retail,14,1,0,Mobile,0,0,17.16,0,4,2403,12,593.59,1,9,1.028,1.0,1.286,16.35,2,0
TXN00001497,146.43,Gas Station,20,6,0,Desktop,0,1,35.55,0,6,1268,24,65.73,4,22,2.194,4.0,3.143,62.77,0,0
TXN00001498,39.55,Grocery,6,1,1,Desktop,0,1,12.05,0,9,2693,45,30.33,2,16,1.262,2.0,2.286,11.5,0,0
TXN00001499,1307.83,Restaurant,8,3,0,In-Person,1,1,6.62,0,6,1774,17,27.16,3,11,46.435,3.0,1.571,7.97,0,0
TXN00001500,109.35,Travel,18,6,1,In-Person,1,0,4.36,0,9,3537,42,56.48,0,10,1.902,0.0,1.429,1.29,0,0
TXN00001501,342.16,Restaurant,15,0,1,In-Person,1,0,34.88,0,10,2529,113,81.0,2,15,4.173,2.0,2.143,3.59,0,0
TXN00001502,17.91,Grocery,7,0,0,In-Person,1,0,14.07,0,5,192,67,68.6,2,12,0.257,2.0,1.714,21.61,2,0
TXN00001503,12.73,Entertainment,17,5,0,In-Person,1,1,25.09,0,10,3294,4,73.75,2,7,0.17,2.0,1.0,0.38,2,0
TXN00001504,2.08,Gas Station,22,1,0,Mobile,0,1,31.3,0,6,2391,60,70.6,4,12,0.029,4.0,1.714,12.63,0,0
TXN00001505,214.78,Grocery,17,1,1,Mobile,0,1,25.32,0,5,163,23,57.45,4,14,3.674,4.0,2.0,1.4,0,0
TXN00001506,34.45,Online,19,1,0,In-Person,1,0,45.29,0,6,2023,23,60.5,4,13,0.56,4.0,1.857,4.64,1,0
TXN00001507,1791.57,Retail,6,6,1,In-Person,1,1,4.04,0,6,2236,50,70.99,1,18,24.885,1.0,2.571,14.84,0,0
TXN00001508,85.9,Travel,2,0,1,Mobile,0,0,16.56,1,7,1535,82,62.59,4,8,1.351,4.0,1.143,2.13,0,0
TXN00001509,86.92,Online,17,2,1,In-Person,1,0,8.36,0,5,2331,51,128.84,2,16,0.669,2.0,2.286,7.62,0,0
TXN00001510,432.17,Restaurant,9,3,1,Desktop,0,0,12.67,0,10,3141,51,240.88,1,19,1.787,1.0,2.714,45.96,0,0
TXN00001511,40.54,Retail,6,3,1,Mobile,0,1,21.6,0,5,397,112,68.82,1,22,0.581,1.0,3.143,8.65,0,0
TXN00001512,26.33,Grocery,16,4,1,Mobile,0,1,9.92,0,8,1783,77,41.18,1,12,0.624,1.0,1.714,20.36,1,0
TXN00001513,9.24,Gas Station,13,4,1,In-Person,1,0,13.07,0,1,2639,112,101.69,0,11,0.09,0.0,1.571,5.68,1,0
TXN00001514,59.93,Grocery,23,2,1,In-Person,1,0,8.01,0,6,1811,91,39.21,2,20,1.49,2.0,2.857,21.36,0,0
TXN00001515,97.18,Travel,2,1,1,Mobile,0,0,31.22,0,9,3008,5,36.06,2,7,2.623,2.0,1.0,8.97,0,0
TXN00001516,24.99,Retail,11,2,0,In-Person,1,0,8.94,0,6,3560,71,31.66,1,13,0.765,1.0,1.857,3.91,0,0
TXN00001517,453.05,Entertainment,12,6,0,Desktop,0,1,34.21,0,5,2081,66,36.33,4,16,12.137,4.0,2.286,3.94,0,0
TXN00001518,2.91,Restaurant,1,6,1,In-Person,1,0,35.49,0,2,3219,29,36.02,0,13,0.079,0.0,1.857,5.72,0,0
TXN00001519,178.16,Gas Station,2,4,1,Mobile,0,1,42.54,0,5,855,79,186.15,1,18,0.952,1.0,2.571,14.53,0,0
TXN00001520,11.28,Gas Station,4,5,0,In-Person,1,1,34.62,0,7,616,46,55.41,2,19,0.2,2.0,2.714,26.27,2,0
TXN00001521,185.57,Retail,10,4,1,In-Person,1,0,9.62,0,6,2989,52,116.56,0,14,1.579,0.0,2.0,73.95,0,0
TXN00001522,67.1,Grocery,7,3,0,Tablet,0,0,16.58,1,4,3188,22,39.36,0,12,1.662,0.0,1.714,12.07,0,0
TXN00001523,68.32,Travel,22,6,1,Mobile,0,1,48.62,0,6,3153,56,129.3,0,6,0.524,0.0,0.857,7.84,0,0
TXN00001524,127.23,Gas Station,22,2,1,Tablet,0,1,10.5,0,7,0,6,23.28,5,17,5.24,5.0,2.429,6.58,0,0
TXN00001525,178.61,Gas Station,11,0,0,Mobile,0,1,9.54,0,5,361,27,211.53,1,16,0.84,1.0,2.286,8.04,2,0
TXN00001526,35.65,Grocery,6,4,0,Mobile,0,1,17.1,0,8,618,17,118.18,0,16,0.299,0.0,2.286,45.35,0,0
TXN00001527,94.76,Grocery,14,3,0,In-Person,1,1,4.58,1,5,3039,99,27.88,2,16,3.281,2.0,2.286,39.61,0,0
TXN00001528,160.91,Grocery,23,1,1,In-Person,1,0,30.45,0,8,3307,73,46.05,1,20,3.42,1.0,2.857,31.3,0,0
TXN00001529,572.43,Restaurant,16,2,1,Mobile,0,0,14.39,0,9,213,117,22.47,2,18,24.391,2.0,2.571,6.89,0,0
TXN00001530,118.93,Online,3,4,0,In-Person,1,1,15.78,0,8,897,19,12.33,2,11,8.924,2.0,1.571,14.9,0,0
TXN00001531,31.15,Restaurant,21,0,0,Desktop,0,1,11.02,0,5,3208,76,47.95,1,14,0.636,1.0,2.0,8.54,0,0
TXN00001532,917.92,Retail,12,4,1,Mobile,0,0,28.06,0,6,841,28,113.48,3,12,8.018,3.0,1.714,2.08,0,0
TXN00001533,387.27,Entertainment,17,0,1,In-Person,1,0,1.23,0,1,492,88,15.36,1,15,23.669,1.0,2.143,9.2,0,1
TXN00001534,243.49,Gas Station,0,2,1,Desktop,0,1,3.61,0,8,3603,31,20.54,1,13,11.305,1.0,1.857,1.72,1,0
TXN00001535,84.3,Grocery,15,5,0,Mobile,0,1,6.33,0,7,341,17,12.51,5,16,6.241,5.0,2.286,17.77,0,0
TXN00001536,50.96,Gas Station,12,0,1,In-Person,1,0,26.19,0,8,3542,42,106.65,2,13,0.473,2.0,1.857,0.68,0,0
TXN00001537,5.42,Retail,9,0,0,In-Person,1,1,48.86,0,10,3095,91,186.4,1,16,0.029,1.0,2.286,8.21,0,0
TXN00001538,334.27,Retail,11,3,1,In-Person,1,1,18.28,0,10,2783,41,56.8,3,8,5.783,3.0,1.143,3.65,0,0
TXN00001539,1.0,Travel,1,5,1,In-Person,1,0,65.39,0,9,3225,101,65.94,2,16,0.015,2.0,2.286,8.57,0,0
TXN00001540,75.52,Travel,22,2,0,In-Person,1,1,13.24,0,6,1536,83,55.38,4,7,1.339,4.0,1.0,3.07,0,0
TXN00001541,35.62,Grocery,2,4,1,In-Person,1,1,16.96,0,5,2128,119,41.05,1,13,0.847,1.0,1.857,14.52,0,0
TXN00001542,121.49,Gas Station,9,5,1,Tablet,0,1,6.38,0,6,2078,34,66.21,2,11,1.808,2.0,1.571,16.82,0,0
TXN00001543,37.23,Entertainment,1,1,0,Desktop,0,0,6.01,0,8,905,105,38.19,2,11,0.95,2.0,1.571,0.55,1,0
TXN00001544,68.4,Restaurant,22,2,0,In-Person,1,0,32.14,0,10,164,110,58.22,1,24,1.155,1.0,3.429,11.14,0,0
TXN00001545,25.03,Restaurant,12,5,0,Mobile,0,0,40.22,0,4,2673,98,90.01,2,14,0.275,2.0,2.0,0.48,0,0
TXN00001546,66.49,Retail,12,2,0,Desktop,0,1,22.87,0,8,2723,50,140.49,3,16,0.47,3.0,2.286,7.6,1,0
TXN00001547,17.13,Online,17,1,0,In-Person,1,1,6.02,0,7,1702,83,19.7,4,18,0.827,4.0,2.571,15.14,0,0
TXN00001548,51.38,Restaurant,2,4,1,In-Person,1,0,37.0,0,7,2688,56,28.01,1,20,1.771,1.0,2.857,4.64,1,0
TXN00001549,15.81,Online,6,6,1,In-Person,1,0,16.07,1,6,3482,87,29.92,0,12,0.511,0.0,1.714,2.41,0,0
TXN00001550,783.99,Restaurant,13,3,0,In-Person,1,1,16.9,0,2,3574,87,29.88,0,9,25.39,0.0,1.286,1.77,0,0
TXN00001551,5.1,Travel,19,5,0,In-Person,1,0,7.21,0,8,2148,111,56.12,5,15,0.089,5.0,2.143,1.22,0,0
TXN00001552,13.39,Online,16,4,1,Mobile,0,0,10.93,0,4,240,29,80.96,1,19,0.163,1.0,2.714,16.44,0,0
TXN00001553,31.14,Grocery,20,1,0,In-Person,1,0,6.55,0,6,2411,109,65.61,5,15,0.467,5.0,2.143,20.37,2,0
TXN00001554,26.3,Online,11,4,1,Mobile,0,0,53.14,0,9,202,50,35.88,2,14,0.713,2.0,2.0,37.57,0,0
TXN00001555,189.66,Restaurant,15,2,0,Desktop,0,1,4.15,0,2,2673,83,51.83,1,17,3.59,1.0,2.429,9.27,0,0
TXN00001556,54.68,Gas Station,23,3,1,Mobile,0,0,47.93,0,6,1527,42,25.61,1,17,2.055,1.0,2.429,6.55,0,0
TXN00001557,17.42,Grocery,11,0,0,In-Person,1,0,15.07,0,8,3140,107,119.19,1,13,0.145,1.0,1.857,20.29,0,0
TXN00001558,31.37,Online,14,5,1,In-Person,1,0,23.22,0,5,2845,41,23.94,1,13,1.258,1.0,1.857,6.83,0,0
TXN00001559,141.8,Online,9,4,0,In-Person,1,0,39.26,0,4,163,68,81.15,5,10,1.726,5.0,1.429,14.82,0,0
TXN00001560,2.01,Grocery,6,0,0,In-Person,1,0,1.2,0,6,1691,83,41.65,1,17,0.047,1.0,2.429,18.66,0,0
TXN00001561,10.28,Grocery,19,3,1,Mobile,0,0,5.15,0,10,2529,29,12.43,1,19,0.766,1.0,2.714,0.61,2,0
TXN00001562,32.78,Grocery,4,6,1,Desktop,0,0,21.81,0,7,2577,13,159.19,0,11,0.205,0.0,1.571,26.29,0,0
TXN00001563,75.69,Online,0,0,1,Mobile,0,0,13.11,0,1,64,78,72.24,3,12,1.033,3.0,1.714,0.3,0,0
TXN00001564,51.37,Travel,16,4,1,In-Person,1,0,50.37,0,7,2834,30,33.79,2,20,1.476,2.0,2.857,1.01,0,0
TXN00001565,77.76,Gas Station,2,1,1,Desktop,0,0,15.91,0,8,3616,71,18.82,2,21,3.923,2.0,3.0,21.88,0,0
TXN00001566,44.72,Grocery,12,5,1,Mobile,0,1,16.58,0,8,208,20,129.58,4,18,0.342,4.0,2.571,0.02,0,0
TXN00001567,160.08,Grocery,13,2,0,In-Person,1,0,9.67,0,6,2403,100,16.21,0,16,9.303,0.0,2.286,16.74,0,0
TXN00001568,35.12,Travel,23,6,1,Mobile,0,0,5.58,0,9,2038,29,33.94,3,12,1.005,3.0,1.714,27.11,0,0
TXN00001569,17.88,Retail,17,2,0,In-Person,1,0,21.7,0,5,2391,40,50.49,3,12,0.347,3.0,1.714,0.65,0,0
TXN00001570,8.58,Gas Station,3,5,0,In-Person,1,0,10.62,0,5,2346,35,97.63,2,14,0.087,2.0,2.0,0.6,2,0
TXN00001571,34.2,Grocery,17,0,1,In-Person,1,0,11.83,0,5,977,16,86.34,2,14,0.392,2.0,2.0,21.35,0,0
TXN00001572,44.09,Entertainment,4,2,0,Tablet,0,1,10.67,0,6,2248,29,46.16,3,14,0.935,3.0,2.0,4.5,0,0
TXN00001573,32.45,Retail,15,5,0,Desktop,0,0,9.23,0,7,1769,38,119.54,1,16,0.269,1.0,2.286,2.91,0,0
TXN00001574,4.56,Grocery,0,5,1,Mobile,0,1,14.18,0,9,1011,20,39.42,4,11,0.113,4.0,1.571,11.59,1,0
TXN00001575,81.33,Retail,20,2,0,In-Person,1,0,16.09,0,1,3038,55,19.7,1,18,3.928,1.0,2.571,2.35,0,0
TXN00001576,52.69,Retail,13,1,0,Desktop,0,1,13.84,0,7,476,103,66.2,3,12,0.784,3.0,1.714,11.49,2,0
TXN00001577,131.12,Gas Station,14,0,0,Desktop,0,0,13.05,0,7,1070,51,26.17,3,18,4.825,3.0,2.571,52.62,0,0
TXN00001578,38.15,Grocery,8,1,1,In-Person,1,1,5.03,0,8,539,55,141.07,1,13,0.269,1.0,1.857,21.92,2,0
TXN00001579,11.79,Retail,14,1,1,Mobile,0,0,22.02,0,6,627,43,18.98,1,18,0.59,1.0,2.571,9.86,0,0
TXN00001580,45.9,Retail,16,3,0,In-Person,1,1,29.01,0,2,3472,19,86.01,1,15,0.528,1.0,2.143,34.52,2,0
TXN00001581,900.95,Entertainment,23,0,1,Mobile,0,1,9.6,0,3,979,119,21.57,2,13,39.925,2.0,1.857,5.18,0,0
TXN00001582,18.46,Online,3,6,0,In-Person,1,1,4.85,0,9,141,13,198.71,3,14,0.092,3.0,2.0,46.4,0,0
TXN00001583,34.3,Grocery,11,1,1,Desktop,0,0,61.67,0,7,594,48,37.22,2,18,0.897,2.0,2.571,19.57,0,0
TXN00001584,13.83,Retail,4,4,1,Mobile,0,0,6.09,0,9,1945,55,50.08,2,12,0.271,2.0,1.714,3.52,0,0
TXN00001585,47.56,Retail,4,2,1,In-Person,1,1,2.31,0,7,187,86,293.12,2,14,0.162,2.0,2.0,24.71,0,0
TXN00001586,14.79,Restaurant,10,0,0,In-Person,1,0,5.73,0,6,1674,6,64.44,4,17,0.226,4.0,2.429,5.79,0,0
TXN00001587,35.19,Retail,5,3,1,In-Person,1,0,6.67,0,5,3130,110,23.24,3,6,1.452,3.0,0.857,37.18,0,0
TXN00001588,286.09,Retail,6,1,1,In-Person,1,1,13.74,0,9,617,86,126.61,3,13,2.242,3.0,1.857,3.18,2,0
TXN00001589,159.23,Grocery,23,4,0,In-Person,1,1,22.31,0,2,777,40,78.89,0,21,1.993,0.0,3.0,5.1,0,0
TXN00001590,44.24,Grocery,13,2,1,Mobile,0,0,19.84,0,6,1278,42,157.7,1,19,0.279,1.0,2.714,6.04,0,0
TXN00001591,48.09,Online,23,2,1,Mobile,0,0,15.02,0,8,3543,29,24.19,2,15,1.909,2.0,2.143,12.75,0,0
TXN00001592,174.82,Retail,10,6,0,In-Person,1,1,4.9,0,8,142,37,80.45,0,14,2.146,0.0,2.0,3.46,2,0
TXN00001593,2.88,Entertainment,12,4,0,In-Person,1,0,13.33,0,6,1349,33,69.22,0,14,0.041,0.0,2.0,16.79,0,0
TXN00001594,25.37,Gas Station,1,0,1,Mobile,0,1,14.51,0,7,2774,103,25.38,5,9,0.962,5.0,1.286,9.86,0,0
TXN00001595,452.47,Travel,6,2,0,In-Person,1,0,29.96,0,4,261,78,75.14,1,15,5.943,1.0,2.143,14.01,0,0
TXN00001596,165.48,Travel,19,2,0,In-Person,1,0,21.81,1,6,3137,67,81.37,5,18,2.009,5.0,2.571,2.8,0,0
TXN00001597,37.94,Grocery,3,2,0,Tablet,0,0,8.22,0,8,1423,16,60.45,3,15,0.617,3.0,2.143,1.88,0,0
TXN00001598,2.68,Grocery,7,5,1,Mobile,0,1,10.54,0,6,1331,6,17.03,3,12,0.149,3.0,1.714,35.25,0,0
TXN00001599,3.09,Grocery,19,1,0,Desktop,0,1,16.95,0,7,1442,77,16.71,2,11,0.174,2.0,1.571,11.56,0,0
TXN00001600,3.87,Entertainment,21,1,1,In-Person,1,1,15.55,0,4,391,1,58.81,2,19,0.065,2.0,2.714,9.22,1,0
TXN00001601,9.56,Restaurant,20,2,0,Mobile,0,0,8.49,0,8,2163,112,70.52,3,15,0.134,3.0,2.143,3.2,0,0
TXN00001602,13.41,Grocery,18,3,1,Desktop,0,1,15.18,0,8,1337,66,16.27,1,14,0.776,1.0,2.0,1.63,0,0
TXN00001603,237.43,Restaurant,12,5,0,In-Person,1,1,29.29,1,10,1955,13,75.02,1,22,3.123,1.0,3.143,5.25,0,0
TXN00001604,6.13,Online,13,2,0,In-Person,1,1,30.72,0,5,1191,111,36.01,4,14,0.166,4.0,2.0,5.24,0,0
TXN00001605,16.15,Grocery,9,0,1,Mobile,0,1,10.0,0,3,2425,56,86.4,1,16,0.185,1.0,2.286,1.71,0,0
TXN00001606,120.33,Grocery,10,6,1,Mobile,0,1,6.21,0,9,3274,36,28.51,1,21,4.078,1.0,3.0,10.55,0,0
TXN00001607,61.6,Online,1,6,1,In-Person,1,1,34.1,0,8,3124,27,25.34,2,18,2.338,2.0,2.571,15.48,0,0
TXN00001608,97.19,Retail,8,5,1,Mobile,0,1,5.48,0,2,2489,42,160.08,6,9,0.603,6.0,1.286,21.14,0,0
TXN00001609,47.7,Entertainment,16,3,0,In-Person,1,1,33.71,0,6,3042,97,146.85,1,10,0.323,1.0,1.429,36.09,0,0
TXN00001610,293.18,Online,2,0,1,Desktop,0,0,16.48,0,6,2103,118,50.83,1,14,5.657,1.0,2.0,0.26,0,0
TXN00001611,133.14,Online,23,4,1,Desktop,0,1,14.34,0,7,2665,74,49.71,0,10,2.626,0.0,1.429,5.34,0,0
TXN00001612,9.97,Online,5,4,0,Desktop,0,1,36.29,0,5,967,108,104.86,2,12,0.094,2.0,1.714,5.79,0,0
TXN00001613,19.48,Restaurant,4,1,1,Mobile,0,0,8.51,0,9,269,110,25.19,2,14,0.744,2.0,2.0,1.63,0,0
TXN00001614,69.42,Retail,4,5,0,Desktop,0,0,15.51,0,5,3011,55,176.86,4,17,0.39,4.0,2.429,2.53,0,0
TXN00001615,56.69,Restaurant,21,1,1,In-Person,1,0,3.5,0,6,2219,66,68.92,1,24,0.811,1.0,3.429,39.44,1,0
TXN00001616,245.61,Entertainment,14,1,0,Desktop,0,0,3.31,0,5,3368,47,141.39,2,16,1.725,2.0,2.286,10.51,0,0
TXN00001617,311.14,Retail,22,5,0,In-Person,1,0,14.19,0,7,2751,107,14.76,3,16,19.748,3.0,2.286,9.76,0,0
TXN00001618,254.06,Travel,16,6,0,Mobile,0,0,2.8,0,6,903,84,141.67,2,17,1.781,2.0,2.429,31.06,0,0
TXN00001619,44.6,Restaurant,8,4,1,In-Person,1,1,14.18,0,7,3505,10,73.94,3,17,0.595,3.0,2.429,3.17,0,0
TXN00001620,268.97,Restaurant,2,5,0,In-Person,1,0,32.17,0,10,1060,44,71.09,3,20,3.731,3.0,2.857,14.22,0,0
TXN00001621,328.98,Online,19,0,1,In-Person,1,0,22.74,0,7,1827,105,34.08,3,13,9.378,3.0,1.857,25.8,0,0
TXN00001622,69.09,Gas Station,16,3,0,In-Person,1,1,3.24,0,3,1422,109,68.48,2,18,0.994,2.0,2.571,16.16,0,0
TXN00001623,4.57,Entertainment,9,1,1,In-Person,1,0,11.79,0,9,1938,41,26.94,1,14,0.163,1.0,2.0,0.43,0,0
TXN00001624,11.54,Grocery,2,6,1,In-Person,1,0,18.89,0,8,3372,67,93.72,3,17,0.122,3.0,2.429,3.73,2,0
TXN00001625,25.0,Entertainment,17,4,0,Tablet,0,0,14.39,1,4,2062,79,165.12,3,14,0.151,3.0,2.0,5.2,0,0
TXN00001626,28.08,Grocery,17,1,0,Desktop,0,1,10.07,1,9,1012,29,152.18,4,17,0.183,4.0,2.429,8.88,0,0
TXN00001627,17.42,Online,16,6,0,Desktop,0,0,15.83,0,5,3044,22,133.28,1,7,0.13,1.0,1.0,14.04,0,0
TXN00001628,30.13,Restaurant,23,2,0,In-Person,1,0,25.28,0,10,2090,76,159.45,2,18,0.188,2.0,2.571,10.99,0,0
TXN00001629,114.99,Restaurant,2,3,0,In-Person,1,1,12.9,0,6,436,13,114.51,2,14,0.996,2.0,2.0,5.44,1,0
TXN00001630,77.16,Entertainment,2,0,0,In-Person,1,0,11.14,0,10,1639,25,36.77,1,16,2.043,1.0,2.286,2.55,0,0
TXN00001631,25.0,Restaurant,5,1,0,Desktop,0,0,14.03,0,7,246,78,50.49,1,22,0.486,1.0,3.143,1.17,0,0
TXN00001632,113.11,Travel,12,2,1,In-Person,1,0,32.19,0,8,3159,100,86.52,2,17,1.292,2.0,2.429,6.24,2,0
TXN00001633,122.4,Restaurant,23,2,0,In-Person,1,0,7.22,0,4,507,49,18.38,2,20,6.316,2.0,2.857,11.91,0,0
TXN00001634,105.14,Online,14,6,0,In-Person,1,1,11.54,1,9,2760,106,25.72,1,13,3.935,1.0,1.857,4.52,0,0
TXN00001635,58.71,Grocery,8,3,1,In-Person,1,0,33.29,0,5,3057,38,45.47,1,12,1.263,1.0,1.714,11.59,0,0
TXN00001636,86.47,Retail,3,4,0,In-Person,1,0,6.11,0,6,2580,41,51.31,0,11,1.653,0.0,1.571,0.63,0,0
TXN00001637,52.49,Restaurant,13,4,0,In-Person,1,0,13.08,0,10,2630,113,150.23,3,16,0.347,3.0,2.286,26.6,0,0
TXN00001638,34.02,Retail,4,1,0,In-Person,1,1,17.0,0,5,3597,33,70.77,0,14,0.474,0.0,2.0,5.3,0,0
TXN00001639,142.24,Gas Station,1,1,1,Tablet,0,1,9.16,0,6,3285,67,145.31,4,20,0.972,4.0,2.857,15.83,0,0
TXN00001640,220.55,Travel,10,4,0,In-Person,1,0,16.1,0,8,1608,102,76.79,2,15,2.835,2.0,2.143,9.1,1,0
TXN00001641,16.27,Online,8,0,0,In-Person,1,0,1.51,0,7,1932,43,29.86,1,20,0.527,1.0,2.857,5.13,1,0
TXN00001642,1793.62,Restaurant,23,0,1,In-Person,1,1,34.7,0,9,3350,72,24.03,2,18,71.667,2.0,2.571,12.54,0,0
TXN00001643,10.74,Gas Station,2,2,1,In-Person,1,1,17.08,0,8,2945,34,112.22,1,17,0.095,1.0,2.429,3.97,0,0
TXN00001644,49.67,Restaurant,8,3,0,Mobile,0,0,12.65,0,6,3174,37,23.42,1,14,2.034,1.0,2.0,15.76,0,0
TXN00001645,136.56,Online,2,0,0,Mobile,0,0,11.71,0,3,2590,35,58.43,3,19,2.298,3.0,2.714,19.95,0,0
TXN00001646,81.46,Retail,1,1,1,Mobile,0,1,27.48,0,7,45,1,37.42,0,17,2.12,0.0,2.429,11.25,0,0
TXN00001647,12.67,Restaurant,11,6,1,Mobile,0,0,32.81,0,2,3035,88,167.94,1,15,0.075,1.0,2.143,17.71,0,0
TXN00001648,74.91,Travel,9,0,0,In-Person,1,0,11.45,0,6,1391,97,112.26,6,23,0.661,6.0,3.286,6.13,0,0
TXN00001649,521.96,Restaurant,8,3,0,In-Person,1,0,45.77,0,10,3631,70,43.48,3,20,11.735,3.0,2.857,5.01,0,0
TXN00001650,40.0,Travel,14,1,0,In-Person,1,0,34.19,1,6,2675,29,56.23,0,10,0.699,0.0,1.429,15.47,0,0
TXN00001651,6.45,Retail,7,3,0,Desktop,0,1,31.53,0,7,494,84,25.46,2,16,0.244,2.0,2.286,6.17,0,0
TXN00001652,6.59,Travel,4,4,0,Mobile,0,0,43.07,0,7,1392,90,62.07,1,22,0.104,1.0,3.143,0.33,0,0
TXN00001653,289.28,Online,10,3,0,In-Person,1,1,41.42,1,9,532,6,67.17,1,6,4.243,1.0,0.857,4.3,0,0
TXN00001654,32.19,Online,1,3,1,Mobile,0,1,18.59,0,7,512,26,167.03,0,17,0.192,0.0,2.429,10.94,0,0
TXN00001655,52.06,Gas Station,23,3,0,In-Person,1,0,4.13,0,3,1497,114,29.42,1,13,1.711,1.0,1.857,0.91,0,0
TXN00001656,87.33,Restaurant,14,1,1,In-Person,1,0,1.21,0,5,3050,39,97.18,2,11,0.89,2.0,1.571,0.66,1,0
TXN00001657,1.12,Online,5,3,0,Mobile,0,1,24.65,0,6,635,110,60.2,3,24,0.018,3.0,3.429,5.72,0,0
TXN00001658,259.04,Restaurant,7,3,0,Mobile,0,1,25.57,0,6,2831,101,78.77,2,16,3.247,2.0,2.286,10.04,0,0
